packet_size,protocol_type,burst_rate,flow_duration,source_port,dest_port,byte_count,retransmission_rate,jitter,latency,priority_class
1344,3,191,245.04,41594,8443,45168036,7.02,21.83,276.98,3
1219,3,265,271.38,27053,443,45598399,14.52,68.9,50.31,3
524,1,817,78.72,46537,5900,1368374,4.4,9.24,75.15,1
1035,0,148,235.02,64649,69,25624401,6.04,24.61,346.54,3
334,0,101,77.44,3651,80,2511733,1.83,47.62,145.07,2
1125,0,98,66.27,38377,53,2922224,5.59,27.46,137.3,2
1209,3,133,285.21,54587,21,12279533,9.35,48.63,365.35,3
719,4,433,63.65,57535,25,4416826,5.95,22.94,26.64,2
392,3,360,68.11,7484,80,6604465,0.74,18.32,23.37,1
1145,3,359,4.04,57729,80,1785935,5.71,49.88,86.75,2
1454,3,170,216.09,13008,443,46435563,8.77,93.9,480.89,3
884,0,146,195.06,9515,69,2212372,2.61,97.14,273.09,3
271,1,2313,0.73,32122,5004,69274,0.4,1.53,29.98,0
808,4,657,7.55,59448,25,3166830,4.13,26.22,46.25,2
424,0,306,24.48,49506,443,3081214,1.89,37.7,79.68,2
897,4,394,51.61,44926,53,1192170,1.58,14.63,160.83,2
1048,5,561,121.81,11013,587,3089513,6.95,45.46,113.29,2
970,4,352,55.71,5200,25,1576098,1.02,26.58,112.94,2
996,0,74,89.1,19463,8443,11873304,2.42,63.31,323.62,3
466,5,415,159.66,26810,25,3920836,1.72,23.31,49.01,2
104,1,3991,24.71,28832,4000,135271,1.8,9.53,12.2,0
242,0,492,121.64,39504,80,2220401,7.2,36.14,115.79,2
1180,0,561,90.42,49765,443,2582108,1.25,26.08,135.58,2
769,0,692,72.09,48607,110,4325512,5.58,39.7,174.79,2
108,1,3587,17.02,19951,5060,54051,0.52,1.22,27.61,0
888,1,1071,106.07,3685,5900,5106586,2.82,17.99,76.53,1
779,4,652,155.07,7193,53,3306115,5.41,17.5,197.38,2
404,0,205,44.52,62913,110,1156450,7.52,19.13,95.59,2
290,1,598,29.21,19345,5004,284501,1.1,6.95,19.91,0
907,0,470,136.2,8757,53,2766702,2.84,46.29,58.47,2
225,4,348,152.74,40694,25,2797685,2.2,40.07,150.53,2
783,1,1076,26.94,60199,8080,1646376,4.95,8.35,63.24,1
255,1,1148,8.45,26718,5060,468060,0.27,6.9,7.16,0
355,3,1811,15.91,41298,80,5764899,4.88,21.8,39.37,1
149,1,4635,4.7,20654,4000,201211,1.9,0.82,9.56,0
757,3,240,75.75,5014,80,3545311,1.41,48.1,77.12,2
1058,0,295,72.85,10808,25,511896,2.16,42.61,143.2,2
623,0,145,177.63,58289,110,962684,7.71,42.78,127.57,2
389,4,263,94.73,2667,587,3475611,5.43,35.97,187.12,2
138,1,4266,1.44,28340,5004,448398,0.36,7.68,10.83,0
902,0,247,167.11,38408,80,2895362,5.62,13.32,185.42,2
876,0,1963,43.21,51931,3389,5951493,4.94,20.67,72.97,1
114,1,4479,18.27,21304,4000,236851,1.53,5.89,8.72,0
136,0,2759,6.57,16848,4000,53446,1.95,4.7,25.57,0
992,0,404,133.8,46497,443,3701342,7.35,23.64,94.89,2
1231,4,279,93.77,63253,587,2533155,7.56,11.21,21.82,2
683,1,1179,63.35,9515,5900,2001444,2.67,28.61,37.54,1
230,1,3533,1.51,24070,5004,55607,0.53,4.68,16.93,0
1388,4,108,67.7,43814,443,1965185,7.21,44.05,173.03,2
304,0,228,75.78,19268,5900,8857107,1.74,21.83,35.89,1
1240,3,238,176.93,16298,21,38292424,10.0,31.96,248.11,3
1335,3,128,38.75,10141,8443,14012462,13.23,20.04,466.18,3
389,4,633,97.17,18514,443,1592975,1.71,39.13,66.34,2
612,3,523,25.47,35926,5900,135571,5.0,26.24,55.98,1
237,3,449,133.4,55655,53,573923,4.38,25.57,64.31,2
1333,0,110,230.19,49738,69,4035662,14.24,96.58,309.2,3
919,3,1852,94.57,29669,8080,6596798,0.53,16.93,65.57,1
286,3,350,18.09,2648,443,3176539,3.62,15.3,95.59,2
281,1,4399,19.02,31351,4000,391025,0.28,2.62,26.39,0
118,1,3117,25.75,29018,5004,309710,0.37,3.48,16.76,0
668,0,1409,23.42,27909,3389,613852,1.45,18.96,38.72,1
331,3,740,153.3,13655,80,2461036,7.78,46.21,84.82,2
476,4,1864,30.2,36415,3389,9655624,0.95,26.54,68.6,1
147,1,4447,19.3,30185,5060,114884,1.75,8.52,23.54,0
515,3,659,68.54,52802,3389,3170828,0.76,19.08,65.83,1
954,0,1468,62.93,5768,5900,7023869,3.55,20.66,66.09,1
844,3,1656,47.0,30150,3389,4996479,3.57,13.79,25.73,1
302,4,612,114.7,9929,587,2674210,3.64,21.8,198.96,2
914,0,391,169.66,36999,587,4548502,7.57,21.65,47.18,2
1479,0,143,224.2,15910,443,10361952,6.75,85.7,201.05,3
113,1,1172,3.89,31668,5004,272265,0.08,6.24,21.25,0
1362,3,183,277.77,25436,22,17131619,4.69,70.5,221.27,3
282,3,325,48.02,2588,110,2821397,1.25,35.71,168.11,2
881,4,469,99.72,25302,587,1382247,5.35,19.81,173.02,2
253,1,2881,10.39,23649,5061,486877,0.93,0.43,4.53,0
919,3,14,180.33,39893,443,28307645,2.12,70.65,375.92,3
448,0,1063,7.0,37989,80,9549281,2.94,5.25,42.89,1
1301,0,401,126.89,17912,110,4360460,2.83,49.9,158.22,2
458,0,691,57.35,49744,110,4879304,1.06,48.21,45.02,2
455,1,1782,24.39,17513,443,6778213,4.14,13.52,37.24,1
614,3,411,172.18,12686,110,1630207,6.29,16.57,31.62,2
1167,3,659,87.4,19740,110,510558,4.78,46.95,183.71,2
81,1,1340,5.52,17490,5060,86166,0.84,5.02,27.59,0
859,3,429,6.64,5380,80,1906066,6.93,30.48,182.01,2
836,3,422,97.76,29474,587,4768726,3.24,21.55,78.94,2
765,3,1622,67.82,11055,8080,6634234,4.49,13.84,19.29,1
460,0,225,11.82,51174,5900,2806501,3.59,21.15,76.31,1
1207,0,186,167.83,24295,443,48636528,11.12,20.35,63.91,3
1455,3,148,264.93,52591,443,12739862,3.83,48.38,420.76,3
1056,0,20,36.6,52385,22,24120628,5.57,79.51,351.9,3
1162,3,303,165.03,49900,80,527812,4.61,36.28,120.18,2
1167,3,32,143.49,42659,69,18817992,14.24,53.1,60.39,3
1028,0,1723,76.09,12300,80,8989312,2.81,18.79,39.0,1
1362,3,49,285.5,44400,8443,49216649,14.21,67.06,226.41,3
961,0,535,117.01,15394,3389,6153876,3.35,21.42,43.05,1
1073,4,985,104.64,9560,443,7199388,2.97,9.24,67.22,1
347,0,710,108.89,13666,80,3555663,3.21,19.32,50.24,1
1055,3,231,116.56,17227,8443,45456404,9.49,61.96,73.91,3
1481,3,85,101.64,33882,22,10233613,4.35,33.68,118.23,3
348,4,368,175.09,7238,53,2207249,4.07,30.87,30.12,2
937,4,632,149.39,50667,443,2739182,2.86,18.94,64.51,2
992,3,65,231.36,26867,69,48031571,12.11,43.32,129.01,3
704,0,465,26.64,53913,443,2043089,3.97,28.93,67.72,2
1106,3,61,94.97,3926,443,2273721,5.88,33.9,476.28,3
699,4,1753,30.05,32384,80,5633759,1.58,27.11,64.19,1
240,1,3354,7.03,23408,5060,499492,0.79,5.58,15.59,0
243,1,4313,12.89,23696,5060,467418,1.92,5.96,24.77,0
536,3,724,61.55,63166,587,1347562,3.49,20.48,108.98,2
298,1,653,14.28,18504,5060,429327,1.46,5.01,20.96,0
914,0,1888,76.46,42506,80,425262,1.28,8.47,35.65,1
976,3,294,186.54,5690,8443,33320835,14.02,28.77,308.19,3
1115,3,248,30.57,25381,8443,18507827,5.57,24.76,96.26,3
1139,1,604,38.28,1724,3389,7343801,2.89,22.07,54.62,1
636,3,1300,116.35,31398,443,4667071,2.32,19.28,10.54,1
1065,4,562,105.58,9007,110,2648577,1.47,31.19,155.06,2
853,0,106,47.46,37511,22,38286947,6.6,64.49,217.35,3
1428,3,201,188.12,3427,443,41564566,9.86,80.03,124.98,3
677,4,317,102.32,40462,80,8067533,4.28,17.78,57.64,1
512,3,1612,35.51,26675,8080,8220280,3.39,11.78,65.64,1
864,1,954,100.08,46708,8080,2406442,2.26,28.94,29.46,1
1122,3,64,182.4,40504,22,12324451,12.46,46.28,339.94,3
1244,3,188,87.47,39113,443,42381286,4.57,50.44,81.02,3
978,1,701,23.27,13194,5900,590226,2.71,13.86,66.91,1
185,1,1629,21.81,28354,5061,45130,0.85,6.49,22.61,0
511,0,941,108.72,32329,3389,2298377,1.32,14.85,77.63,1
806,0,284,215.3,28903,8443,44169976,5.61,28.05,460.18,3
247,1,4467,6.93,28597,5004,230766,1.83,1.27,19.73,0
1067,0,240,274.31,13820,443,2136666,13.16,24.16,294.9,3
102,1,1524,11.04,25082,5060,225135,0.55,2.8,9.78,0
67,1,4886,3.58,17303,4000,249099,1.08,0.88,17.41,0
1330,4,728,86.45,26085,53,2467727,1.33,23.75,136.63,2
356,5,278,84.22,61618,25,1767532,3.85,38.74,57.12,2
830,0,180,186.83,11475,22,19011492,12.67,66.85,469.7,3
874,0,61,229.05,13937,8443,20366973,7.1,33.15,322.58,3
239,1,1776,24.7,31035,5060,319249,0.37,6.14,22.06,0
833,4,795,100.38,59039,25,2842721,4.28,45.0,79.86,2
1154,1,713,119.2,62885,5900,9459021,1.8,29.38,79.18,1
1316,3,146,89.76,28133,8443,34459399,10.88,39.94,257.29,3
383,4,1639,98.23,39023,3389,7743834,4.21,11.88,61.14,1
1201,0,174,138.4,62552,69,11809236,9.25,51.27,312.44,3
599,4,1306,52.24,50442,5900,2866199,2.29,29.62,79.22,1
616,0,490,72.0,64358,443,499104,3.48,24.15,41.77,1
79,0,2525,2.42,21751,4000,347821,0.64,3.87,18.8,0
912,3,897,99.88,56385,8080,4970922,2.55,17.31,23.05,1
1454,3,140,157.11,29796,22,19630441,12.57,68.86,446.71,3
396,3,149,154.68,59725,53,3374869,4.8,44.94,103.2,2
883,3,1272,107.5,59069,5900,3733091,2.23,7.9,24.02,1
1191,0,319,160.61,23970,25,1719430,4.77,30.11,105.63,2
791,1,1395,101.79,15680,8080,9077451,1.72,17.25,38.34,1
877,5,62,20.67,19286,25,240607,5.01,19.1,23.71,2
1180,3,1854,93.33,9214,5900,4954014,4.48,24.17,12.39,1
91,0,4077,18.99,21364,5060,103795,0.66,6.76,22.82,0
885,4,756,119.07,45000,53,423396,2.96,36.35,173.94,2
596,4,306,144.81,40764,25,4752466,3.85,30.72,148.59,2
1311,5,778,101.44,5299,53,1875199,5.78,47.24,117.21,2
203,0,4682,9.04,22895,5060,250432,1.46,9.41,18.51,0
560,1,801,28.79,40537,8080,4636929,2.05,12.26,41.88,1
869,3,375,21.08,17540,443,3091684,5.6,37.66,100.51,2
747,3,398,120.07,60356,25,1671237,7.84,10.8,57.41,2
666,0,420,8.22,31804,80,9480312,3.21,29.2,25.61,1
1166,5,652,155.41,34467,53,67454,1.44,45.0,83.63,2
1197,3,283,21.93,48051,587,3381409,7.19,21.98,44.65,2
1042,1,1444,88.83,61053,443,4134331,3.01,18.61,24.37,1
1484,0,65,283.3,13346,22,35447381,10.25,82.34,435.99,3
173,1,4238,15.98,17253,4000,197701,1.87,0.58,7.1,0
1379,3,661,125.86,40302,587,1171859,4.14,46.43,127.94,2
1274,5,415,156.88,37050,80,3975008,1.26,15.92,76.65,2
1326,0,704,140.81,41098,53,4713289,2.39,26.41,115.41,2
1256,3,224,165.0,10297,22,13325216,10.23,80.96,64.94,3
378,5,452,175.17,22348,25,4035491,5.1,27.9,122.89,2
852,3,115,204.63,35130,443,30340514,5.54,31.37,298.04,3
855,4,588,9.74,5890,25,4932892,1.67,45.53,101.67,2
951,3,371,91.52,36897,443,4116094,5.88,49.07,57.22,2
206,1,3328,3.99,29683,4000,324258,1.7,4.12,1.4,0
114,1,640,10.61,30497,5061,138084,1.23,5.28,20.43,0
464,4,272,174.78,40493,53,3239856,5.88,32.38,163.04,2
930,0,544,78.93,23995,25,4506466,6.14,48.54,65.67,2
78,1,2730,2.94,20967,4000,186165,0.88,6.17,28.35,0
823,3,34,252.14,5602,22,43489755,6.59,99.33,232.24,3
1124,0,227,249.18,62083,443,27772081,11.63,82.23,123.98,3
1169,4,1281,103.43,62324,8080,3342493,4.21,23.05,69.84,1
261,1,2400,17.03,21180,4000,215275,1.88,4.92,14.42,0
1116,4,499,153.63,62001,53,857711,4.74,31.53,121.26,2
1138,3,203,47.97,43959,22,34537943,10.78,92.56,314.36,3
323,5,381,7.9,23740,587,3026629,3.91,31.53,154.43,2
1037,5,734,2.16,61138,80,307887,2.83,43.73,149.12,2
243,1,1483,3.59,32644,5061,298584,0.09,2.26,1.44,0
630,0,207,21.25,6342,3389,3104887,2.67,19.28,74.0,1
1103,0,1477,118.5,52482,80,9901761,3.77,10.36,64.76,1
1208,0,144,251.84,6298,22,1898250,12.05,27.42,392.42,3
101,1,2125,6.33,19899,5004,284126,0.79,2.07,13.32,0
216,1,3720,8.94,16514,5004,384491,1.12,8.2,21.06,0
1398,0,281,80.13,22542,21,34771036,4.55,94.66,362.86,3
154,0,2921,14.63,22687,4000,70519,1.62,6.6,4.71,0
1190,0,277,262.33,37418,8443,26077808,12.0,67.43,203.3,3
289,1,2201,11.11,24687,5060,370841,0.56,2.52,17.25,0
871,4,436,69.53,6443,53,3052986,5.97,24.79,117.64,2
1013,3,115,174.26,54452,21,39790791,2.79,84.4,158.13,3
552,0,1964,22.93,50407,80,8189599,1.35,18.34,32.26,1
931,0,41,298.59,23117,69,37907394,8.7,87.64,472.6,3
1264,0,296,100.43,21528,22,28666527,6.37,96.57,238.3,3
495,0,70,145.81,59040,110,4663560,2.44,37.76,136.57,2
977,0,111,285.92,48462,443,48266093,14.39,26.88,158.29,3
394,1,1775,7.34,17011,5900,939737,2.18,8.91,16.33,1
342,0,171,55.62,34075,53,3771798,4.69,20.45,125.09,2
1153,3,285,106.18,62143,8443,32937349,13.49,75.83,413.91,3
1206,3,167,33.71,49636,8443,10391650,13.07,82.1,395.06,3
308,0,251,101.93,3073,110,471505,6.91,28.96,118.47,2
989,3,121,237.51,53930,8443,3981063,8.26,54.21,330.35,3
1156,0,1856,76.06,17061,5900,9843147,2.47,19.2,44.53,1
1097,4,398,52.29,34368,25,1838135,4.69,25.06,186.91,2
1131,0,288,167.29,29988,8443,14170147,13.13,44.28,268.35,3
905,1,977,87.36,20537,80,6278434,1.06,15.08,79.79,1
639,4,1550,58.33,12531,5900,9391652,3.49,17.67,67.81,1
1176,0,1929,99.78,12724,80,7145663,3.05,25.89,11.27,1
924,3,575,56.55,2722,443,4940154,7.37,35.6,56.32,2
926,3,582,74.52,10609,5900,3470239,2.59,23.32,16.57,1
609,5,64,157.57,13410,80,2888800,7.24,23.96,81.59,2
180,1,1083,9.38,20172,5060,103471,0.93,6.84,12.47,0
1206,3,175,125.17,32518,22,19663701,9.28,93.57,364.23,3
204,3,232,61.71,3911,110,1370686,2.72,37.32,167.71,2
621,0,1163,20.44,49253,80,2097832,4.64,21.6,31.85,1
917,4,725,109.56,33273,443,4990266,3.66,26.35,77.1,1
1041,3,1062,97.13,33834,443,8645582,1.17,22.27,11.5,1
1195,3,209,178.81,25255,21,43298982,11.62,69.52,67.88,3
444,4,484,1.22,19697,80,4482995,3.4,43.69,161.23,2
976,0,109,279.0,38419,443,36964812,9.15,37.74,445.03,3
1290,3,42,142.85,43637,8443,23353562,7.29,26.52,65.76,3
1390,0,91,107.71,54662,587,215015,1.85,10.35,49.73,2
1282,0,185,149.85,4406,443,32497883,2.38,81.8,296.45,3
202,4,646,140.29,38575,53,1959480,4.99,38.96,117.82,2
985,0,281,278.66,47192,443,13774332,7.94,20.47,407.26,3
1350,3,188,94.43,56031,443,19656604,8.2,43.91,369.25,3
1069,4,388,29.26,48002,53,281255,1.5,14.24,64.14,2
738,4,62,170.7,52415,443,662426,6.15,19.54,76.88,2
391,0,1083,43.33,36211,80,2576068,0.82,28.71,50.15,1
656,3,305,29.94,37248,25,1178006,3.84,44.9,105.51,2
474,1,1068,110.19,57962,3389,8436688,0.58,18.43,54.05,1
1339,4,369,38.81,40951,25,2486023,4.6,37.81,113.7,2
1461,0,242,197.41,20508,22,21251238,5.94,75.41,281.34,3
735,4,878,42.98,18491,8080,9722610,3.2,13.41,13.22,1
1084,4,446,109.58,31745,443,1628236,5.95,44.86,157.25,2
720,3,91,33.82,12127,80,4317943,3.58,19.58,158.24,2
250,0,716,178.02,63862,80,1543648,5.74,36.67,52.49,2
1045,4,401,177.69,40481,443,4121358,4.01,39.83,115.14,2
534,4,602,69.25,46522,25,2271247,4.95,22.85,170.27,2
932,3,140,30.66,40707,443,2440815,1.73,22.01,199.85,2
473,4,823,116.09,64926,8080,9024904,2.42,19.44,30.83,1
1290,0,746,100.3,17515,53,681837,2.8,44.28,138.35,2
227,1,2043,9.91,24111,5060,129027,1.61,0.59,18.5,0
421,0,1324,65.77,20573,8080,7497625,2.33,28.02,15.64,1
209,1,1274,15.16,29808,5004,156260,1.34,5.47,25.15,0
269,3,51,86.5,3741,443,1625237,6.99,14.97,162.77,2
1421,3,65,202.05,55685,69,30188724,6.37,66.25,129.21,3
802,3,277,151.6,37203,21,47788025,5.91,54.62,441.81,3
1135,0,229,65.35,50437,21,36317182,12.44,47.18,181.18,3
1363,0,434,34.58,30319,80,1011769,7.64,42.41,143.22,2
423,0,626,75.1,20149,80,819702,4.09,16.5,129.97,2
1311,3,90,269.8,52289,8443,11661983,9.83,49.08,61.19,3
83,1,3013,14.76,26349,5060,139982,1.11,5.92,28.1,0
873,4,709,69.4,10390,587,3935736,2.05,41.14,84.7,2
991,1,1800,20.98,27573,80,482314,4.72,26.18,27.2,1
838,0,196,143.2,30463,110,4699409,1.02,43.75,113.8,2
1154,3,290,257.45,7427,21,20069162,13.69,56.86,472.68,3
484,3,673,114.0,45455,80,1139492,1.26,14.81,67.57,1
1170,4,475,6.27,21960,587,4346753,4.95,25.67,191.83,2
1069,5,205,128.36,57545,80,2163306,5.75,40.89,174.78,2
632,0,1430,21.35,58107,3389,4864220,2.18,15.14,31.66,1
1001,0,206,284.16,30234,22,14717248,8.78,60.69,124.66,3
467,0,766,41.02,46691,443,3938405,3.46,42.82,60.22,2
799,3,716,95.41,4646,443,2050160,0.81,12.15,16.48,1
982,0,268,218.74,11322,22,3608392,11.25,49.41,261.37,3
955,0,1495,107.53,10940,5900,5992391,4.73,26.78,45.8,1
247,1,805,5.18,28112,5004,494209,1.51,6.84,5.82,0
442,4,170,29.38,8236,587,3477534,4.6,26.34,114.95,2
1166,0,760,102.38,12231,3389,5528203,3.63,23.22,55.6,1
812,0,225,39.7,17203,22,5817461,13.58,69.0,338.65,3
1200,3,138,175.73,59893,69,22304780,11.95,39.44,456.42,3
729,0,877,110.78,55960,8080,4302304,4.07,7.12,52.02,1
343,5,500,87.97,65485,110,610616,3.96,26.04,96.1,2
469,3,1380,86.61,56777,3389,8524281,2.97,11.72,44.62,1
1021,0,730,94.32,24646,110,4842329,7.25,37.69,115.13,2
903,3,411,154.67,9498,80,4150023,4.33,21.83,132.63,2
1496,3,104,264.91,36944,8443,39344936,11.54,81.07,87.27,3
110,1,4000,24.24,16693,5061,44021,0.67,1.38,16.17,0
1400,0,285,121.08,35634,21,14073427,12.98,42.81,321.38,3
906,0,1902,23.05,65253,3389,5740134,2.97,27.0,67.21,1
891,3,28,131.39,50963,22,8087099,8.49,84.2,465.72,3
181,1,3275,17.51,19871,5004,414450,1.37,0.13,28.0,0
1219,4,588,171.34,35995,80,1642569,5.67,31.98,186.81,2
241,1,831,8.98,24553,4000,350784,0.2,1.0,8.62,0
688,1,1933,11.03,32707,80,2043995,3.57,13.06,43.11,1
305,4,1311,35.54,47659,5900,8709569,4.92,8.9,30.77,1
1358,3,82,290.22,62783,443,26225148,7.81,28.06,380.97,3
650,1,933,110.55,35431,5900,7405754,3.38,6.52,16.7,1
451,3,700,161.11,31502,53,3515082,1.88,48.39,121.08,2
164,1,4944,14.48,18060,5060,406513,1.8,1.62,29.71,0
1149,4,396,25.38,18121,80,2433731,0.72,13.75,18.31,1
838,4,171,91.42,6060,443,3278363,4.98,23.54,22.01,2
1406,0,263,100.87,3281,443,1804980,5.58,60.57,388.82,3
618,1,1167,72.75,33735,3389,3667955,3.3,18.77,72.9,1
829,0,758,159.59,27121,110,4681771,6.76,35.15,148.55,2
202,1,3770,5.86,31252,5004,472410,1.26,0.35,21.9,0
1098,3,645,32.79,19138,5900,5600986,1.31,7.09,41.17,1
1098,0,435,80.09,20444,53,1820629,1.63,29.42,163.85,2
692,4,411,8.44,10737,25,3332860,7.12,33.3,79.75,2
154,1,2656,12.43,18964,5061,488719,1.22,4.93,4.86,0
394,0,1351,93.97,32075,8080,4718305,4.47,7.29,48.0,1
1021,3,1297,89.51,41927,5900,5586429,3.68,29.3,21.76,1
981,3,267,33.3,48960,53,1219486,6.63,26.97,53.48,2
819,1,740,76.42,51233,443,5257772,3.66,9.34,43.32,1
1042,3,368,111.19,24823,110,1529138,6.54,24.34,92.25,2
672,4,663,112.24,60722,110,1757870,2.48,28.7,126.81,2
1319,0,453,80.71,9940,110,4337293,1.82,15.24,164.12,2
1126,0,778,38.67,49211,25,2365237,7.09,16.26,197.37,2
1032,1,1465,115.34,1681,3389,7626324,2.26,6.68,50.12,1
964,3,723,90.79,59401,80,1858487,1.3,32.12,187.49,2
1030,0,100,45.26,11541,25,2247398,1.68,10.16,143.66,2
215,1,2790,15.5,17452,5004,277850,0.13,8.31,17.31,0
897,4,542,82.56,3890,80,8497859,0.78,12.77,19.56,1
561,1,351,87.97,22761,443,8675197,1.34,13.69,57.59,1
359,1,664,62.24,16290,5900,9898953,1.89,26.17,45.37,1
175,1,3354,20.36,28147,5060,438602,1.34,6.24,22.53,0
217,1,3340,5.94,18158,4000,70407,1.9,3.36,3.75,0
922,0,100,197.14,1085,22,40886719,7.08,84.34,204.42,3
1498,0,39,101.86,10662,69,37462145,14.44,84.13,428.41,3
580,4,776,139.61,51834,587,2043198,3.15,31.79,54.35,2
1038,3,274,151.13,26912,80,2417960,6.5,35.03,80.76,2
628,0,524,74.17,32660,25,3431645,5.73,13.38,99.87,2
848,4,379,71.51,59357,80,4214230,2.14,25.44,195.19,2
171,1,2935,22.66,20320,4000,345776,1.02,8.12,25.33,0
1179,3,1453,31.97,23793,443,2406142,4.8,6.91,16.71,1
1057,4,232,106.11,64596,443,3621414,4.31,20.62,80.52,2
868,3,268,268.57,56917,21,24136771,14.53,65.07,421.65,3
766,0,1446,45.61,50601,443,7612813,2.19,21.35,21.45,1
548,3,427,75.73,24509,5900,149875,2.26,12.1,61.3,1
200,1,1588,10.5,26957,5004,333643,1.1,1.25,1.67,0
337,0,113,161.68,8007,587,261788,7.3,30.57,24.49,2
1444,0,14,82.42,62790,21,43654616,13.27,30.96,77.75,3
1375,3,456,77.26,53028,587,212287,6.39,13.9,50.3,2
496,3,1692,20.58,18866,80,239118,1.13,19.59,78.95,1
863,0,1681,19.23,39553,80,6941109,2.78,27.26,40.38,1
479,4,1741,36.69,63143,80,1194833,4.14,11.73,71.74,1
652,0,610,69.91,2585,5900,5664834,3.1,21.17,75.14,1
411,4,735,91.57,51999,8080,9304076,4.1,8.01,18.73,1
1170,3,84,74.62,44073,443,3719992,5.78,44.14,89.25,2
1093,0,237,116.5,26578,21,40584154,4.43,67.99,326.03,3
254,1,4361,17.75,26049,5061,354421,0.92,2.0,7.52,0
135,1,4149,24.24,32275,5004,395321,0.02,4.22,5.5,0
170,1,864,8.64,20102,5061,265068,0.06,7.73,19.03,0
675,1,1373,57.49,18664,3389,4994318,1.15,23.97,20.14,1
427,0,560,141.78,19820,25,2682216,5.3,19.21,106.28,2
915,0,227,190.22,55514,21,4826698,12.03,57.06,439.1,3
1448,3,22,201.86,45383,69,43873306,5.69,87.71,149.63,3
329,4,551,63.66,51102,53,1710755,3.04,43.17,137.15,2
101,0,4297,8.4,32042,5004,445473,0.91,6.81,16.75,0
1141,4,589,6.8,57073,8080,3631145,4.18,7.76,68.06,1
1171,4,1612,73.66,9942,8080,276893,3.71,10.87,36.6,1
1247,0,27,94.65,45657,8443,33224531,11.48,81.7,253.46,3
1417,0,250,100.83,30008,443,24298329,4.66,85.66,169.44,3
426,3,229,170.47,54541,443,1271781,7.91,39.85,94.66,2
537,4,701,37.55,28595,80,2746864,5.89,48.57,69.7,2
1323,3,183,266.51,26466,8443,4224703,8.4,78.14,432.06,3
132,0,2488,5.78,30163,5060,408472,0.69,4.04,8.66,0
395,4,374,58.0,29358,80,7650322,3.27,26.77,42.05,1
892,0,24,140.14,22283,443,20899230,4.42,98.12,345.96,3
70,1,1607,17.07,26919,4000,76205,0.95,9.55,8.17,0
163,1,892,20.9,23660,5060,3395,0.19,6.62,19.77,0
1059,1,755,92.17,44012,443,4386567,0.66,15.56,14.8,1
889,4,561,43.86,30835,3389,5307090,2.87,13.14,27.06,1
939,0,503,160.86,11716,443,4456700,3.39,10.9,181.24,2
1074,3,1551,66.64,11054,80,8888875,2.55,25.46,11.19,1
231,1,4328,5.97,27769,5061,481437,0.7,7.66,3.81,0
274,1,686,26.97,26866,5004,359349,1.12,7.1,6.15,0
431,3,261,173.25,55553,80,3129569,4.19,28.92,184.36,2
416,4,728,10.24,39181,443,5008892,1.11,26.19,51.49,1
264,3,506,179.31,10225,110,690987,3.18,30.55,35.83,2
281,1,4094,28.28,17062,4000,289609,0.13,1.74,9.73,0
1311,3,16,251.7,2123,22,9187490,13.51,42.39,77.77,3
919,0,266,221.29,41597,8443,32793336,2.52,50.39,356.33,3
777,0,625,50.53,58581,8080,857624,4.01,20.57,20.8,1
590,4,666,64.24,13147,443,1490126,2.98,20.49,48.71,2
207,1,3388,17.21,28562,5060,84791,0.4,2.54,9.89,0
1197,0,297,60.19,54448,8080,2952639,4.86,16.94,10.43,1
305,0,438,140.31,27888,110,2417668,2.84,14.82,21.51,2
1148,1,1538,92.31,33048,8080,1293678,4.53,28.75,60.32,1
300,0,493,63.65,6358,80,3783178,4.37,35.29,75.86,2
1258,3,217,161.78,25139,69,34088934,5.55,27.41,217.29,3
242,1,4247,3.52,19200,5004,411094,1.56,2.23,21.75,0
145,1,2756,6.64,28243,5061,417796,1.44,5.34,12.47,0
1001,4,1018,64.37,3091,3389,5720159,3.49,13.73,59.81,1
163,1,2103,12.35,22076,4000,459076,0.97,4.83,14.67,0
592,3,420,122.58,18615,25,3781573,5.21,16.57,91.49,2
1123,0,204,122.15,7682,8443,1179729,6.32,74.58,338.91,3
647,3,590,14.4,26703,443,1016833,5.19,43.55,70.65,2
1469,0,266,272.84,41717,8443,27667730,4.38,95.0,229.27,3
829,0,670,12.91,2310,8080,2831153,4.67,13.55,55.34,1
1058,3,1565,96.17,54020,8080,800460,2.57,19.26,51.34,1
865,0,209,281.53,35768,21,31449378,10.7,25.48,407.68,3
1426,3,172,196.34,31011,21,9285040,11.55,55.18,315.48,3
1064,3,186,241.33,3002,21,41735735,13.2,92.36,172.06,3
1026,0,218,278.98,57765,443,19156868,11.58,56.86,491.96,3
344,0,742,107.41,18159,5900,1203427,4.47,28.65,58.88,1
1205,5,699,92.71,34146,25,3124196,6.41,38.61,119.48,2
998,3,822,27.05,36340,5900,7540542,2.35,10.45,45.97,1
765,4,772,17.82,32025,8080,1541742,1.46,25.4,27.27,1
593,3,356,61.01,26135,110,313373,3.42,22.95,77.98,2
1157,4,1706,84.63,28587,5900,3341388,1.4,23.43,72.13,1
1131,0,149,282.24,2351,69,22124432,14.32,69.49,393.98,3
742,3,428,155.93,32812,25,1320022,6.64,42.69,172.83,2
751,4,572,33.22,35628,80,1401609,4.06,12.64,74.74,1
322,0,675,52.02,42859,443,1997164,4.49,41.68,89.23,2
